0.501438 0
0.500841 0.000596754
0.501149 0.000462409
0.50089 0.000417136
0.5006 0.000434645
0.500454 0.000383628
0.500281 0.00036724
0.500256 0.000319015
0.500059 0.000343785
0.500114 0.000312457
0.499991 0.000308342
0.499981 0.000281657
0.499849 0.000290741
0.49995 0.000287609
0.49992 0.000269488
0.499886 0.000254347
0.499823 0.000247202
0.499846 0.000234264
0.499912 0.000231086
0.499899 0.000219589
0.499929 0.000211044
0.499986 0.000209151
0.499989 0.000199868
0.499965 0.000192849
0.5 0.00018819
0.500015 0.000181411
0.499997 0.000175409
0.499941 0.000178116
0.499956 0.000172468
0.499978 0.000168148
0.499898 0.000181391
0.49989 0.000175806
0.499905 0.000171049
0.499932 0.000168168
0.499916 0.000164102
0.499903 0.000160044
0.499911 0.000155866
0.499889 0.000153195
0.499887 0.000149227
0.499849 0.000150469
0.499841 0.000146942
0.499838 0.000143453
0.499812 0.000142404
0.499834 0.000140811
0.499834 0.000137648
0.499821 0.000135225
0.49982 0.000132326
0.499833 0.0001302
0.499818 0.000128352
0.499818 0.000125759
0.499867 0.000132533
0.49986 0.000130141
0.499872 0.000128236
0.499851 0.000127637
0.499847 0.000125334
0.499868 0.000124811
0.499875 0.00012278
0.499865 0.000121029
0.49989 0.000121514
0.499891 0.000119478
0.499898 0.000117701
0.499926 0.000119031
0.499937 0.000117653
0.499942 0.000115909
0.499938 0.00011419
0.499938 0.000112448
0.499933 0.000110859
0.499941 0.000109459
0.49995 0.00010824
0.499936 0.0001076
0.499959 0.000108622
0.499966 0.000107346
0.499976 0.000106299
0.499972 0.000104924
0.499965 0.00010375
0.499966 0.000102378
0.499983 0.000102519
0.500012 0.000105327
0.500011 0.000103994
0.500008 0.000102718
0.500015 0.000101634
0.500023 0.000100735
0.500006 0.000100895
0.500003 9.97565e-05
0.499999 9.86431e-05
0.500004 9.75957e-05
0.500009 9.66034e-05
0.500005 9.55866e-05
0.500011 9.47265e-05
0.500008 9.37244e-05
0.500007 9.26923e-05
0.500004 9.17191e-05
0.499993 9.14221e-05
0.499996 9.04872e-05
0.5 8.96252e-05
0.499997 8.87374e-05
0.499992 8.79433e-05
0.500003 8.76411e-05
0.500026 8.99927e-05
0.500018 8.95312e-05
