0 105.24
1 115.54
2 95.92
3 97.42
4 82.8
5 104.26
6 99.02
7 82.26
8 109.02
9 86.36
10 94.08
11 102.2
12 122.06
13 99.3
14 121.7
15 87.92
16 69.94
17 91.08
18 113.18
19 103.34
20 102.52
21 102.24
22 114.98
23 79.94
24 80.8
25 93.02
26 112.9
27 92.62
28 117.94
29 94.12
30 93.98
31 86.46
32 93.2
33 111.64
34 84.52
35 100.1
36 88.62
37 96.8
38 97.28
39 102.38
40 78.94
41 132.66
42 81.86
43 122.2
44 92.76
45 104.98
46 120.2
47 90.56
48 100.22
49 104.52
50 85.58
51 90.84
52 81.08
53 112.32
54 108.06
55 109.94
56 100.86
57 100.52
58 140.78
59 90.22
60 93.56
61 91.06
62 105.36
63 106
64 119.46
65 89.18
66 89.82
67 100.38
68 91.96
69 105.38
70 105.3
71 117.18
72 75.84
73 113.52
74 96.84
75 99.16
76 105.6
77 97.72
78 101.94
79 109.96
80 108.98
81 88.94
82 97.06
83 103.2
84 105.22
85 98.56
86 99.82
87 96.5
88 76.38
89 98.42
90 92.16
91 104.5
92 98.84
93 100.48
94 93.98
95 87.66
96 103.72
97 106.02
98 87.8
99 71.24
